mgra_13,cocpa_13,jurisdiction_2015,jurisdiction_2016,cicpa_13
7958,NULL,2,2,NULL
11204,1907,19,19,NULL
5010,NULL,14,14,1415
9338,NULL,10,10,NULL
13666,NULL,6,6,NULL
17994,NULL,1,1,NULL
22322,1901,19,19,NULL
1074,NULL,14,14,1438
3693,NULL,14,14,1418
5402,NULL,14,14,1406
8021,NULL,2,2,NULL
9730,NULL,9,9,NULL
12349,NULL,13,13,NULL
14058,NULL,6,6,NULL
18386,NULL,15,15,NULL
22714,NULL,3,3,NULL
55,NULL,14,14,1442
3301,NULL,14,14,1430
4383,NULL,14,14,1440
7629,NULL,11,11,NULL
8711,NULL,2,2,NULL
11957,NULL,14,14,1429
13039,NULL,6,6,NULL
16285,1955,19,19,NULL
17367,NULL,18,18,NULL
20613,1914,19,19,NULL
21695,1904,19,19,NULL
8319,NULL,2,2,NULL
11565,NULL,13,13,NULL
12647,NULL,6,6,NULL
15893,1955,19,19,NULL
16975,1909,19,19,NULL
20221,1914,19,19,NULL
21303,1922,19,19,NULL
447,NULL,14,14,1428
2611,NULL,14,14,1404
4775,NULL,14,14,1415
6939,1911,19,19,NULL
9103,1921,19,19,NULL
11267,1907,19,19,NULL
13431,NULL,6,6,NULL
15595,1953,19,19,NULL
4506,NULL,14,14,1448
7423,NULL,3,3,NULL
12996,NULL,15,15,NULL
15913,1955,19,19,NULL
21486,1904,19,19,NULL
238,NULL,14,14,1442
5857,NULL,14,14,1419
8728,NULL,2,2,NULL
14347,NULL,1,1,NULL
14562,NULL,12,12,NULL
20181,1914,19,19,NULL
1804,NULL,14,14,1444
10125,1919,19,19,NULL
13042,NULL,6,6,NULL
15867,1953,19,19,NULL
18784,NULL,7,7,NULL
3155,NULL,14,14,1430
8774,1921,19,19,NULL
14393,NULL,12,12,NULL
14516,NULL,12,12,NULL
20135,1914,19,19,NULL
1758,NULL,14,14,1444
4337,NULL,14,14,1410
10171,1907,19,19,NULL
10248,1903,19,19,NULL
13165,NULL,6,6,NULL
21655,1904,19,19,NULL
115,NULL,14,14,1442
2986,NULL,14,14,1442
3109,NULL,14,14,1442
8943,1919,19,19,NULL
11476,NULL,14,14,1429
11814,1915,19,19,NULL
20304,1914,19,19,NULL
1466,NULL,14,14,1468
1635,1918,19,19,NULL
10294,NULL,5,5,NULL
12873,NULL,6,6,NULL
13119,NULL,4,4,NULL
21532,1904,19,19,NULL
161,NULL,14,14,1442
284,NULL,14,14,1442
407,NULL,14,14,1428
11522,NULL,13,13,NULL
11645,NULL,14,14,1434
11768,NULL,14,14,1464
22883,NULL,11,11,NULL
1512,NULL,14,14,1444
7500,NULL,3,3,NULL
10002,1919,19,19,NULL
15575,1953,19,19,NULL
18907,NULL,7,7,NULL
21824,1906,19,19,NULL
576,NULL,14,14,1459
5734,NULL,14,14,1406
9066,1921,19,19,NULL
14685,NULL,12,12,NULL
19843,1909,19,19,NULL
4214,NULL,14,14,1441
7546,NULL,11,11,NULL
9956,NULL,5,5,NULL
15621,1953,19,19,NULL
18953,NULL,7,7,NULL
21363,1904,19,19,NULL
3032,NULL,14,14,1414
3278,NULL,14,14,1430
9020,1919,19,19,NULL
14639,NULL,12,12,NULL
19889,1909,19,19,NULL
2096,NULL,14,14,1491
4260,NULL,14,14,1410
7254,NULL,8,8,NULL
16159,1920,19,19,NULL
18323,NULL,15,15,NULL
18661,1909,19,19,NULL
3324,NULL,14,14,1430
6318,NULL,14,14,1434
17095,NULL,12,12,NULL
17433,NULL,18,18,NULL
8482,NULL,2,2,NULL
4552,NULL,14,14,1429
4798,NULL,14,14,1415
6962,NULL,14,14,1426
16205,1953,19,19,NULL
18369,NULL,15,15,NULL
18615,NULL,15,15,NULL
5780,NULL,14,14,1412
6026,NULL,14,14,1406
6272,NULL,14,14,1482
17141,NULL,18,18,NULL
17387,NULL,18,18,NULL
4921,NULL,14,14,1415
7838,NULL,11,11,NULL
12581,NULL,14,14,1403
15498,1952,19,19,NULL
21071,1902,19,19,NULL
699,NULL,14,14,1456
3570,NULL,14,14,1423
8359,NULL,2,2,NULL
12060,NULL,14,14,1405
19720,NULL,7,7,NULL
6793,NULL,14,14,1486
9710,NULL,9,9,NULL
13457,NULL,6,6,NULL
19030,NULL,7,7,NULL
19199,NULL,15,15,NULL
6487,NULL,14,14,1420
11184,1907,19,19,NULL
16803,NULL,18,18,NULL
17725,NULL,1,1,NULL
17848,1909,19,19,NULL
5442,NULL,14,14,1406
2173,NULL,14,14,1469
10586,NULL,5,5,NULL
12750,1915,19,19,NULL
15329,1953,19,19,NULL
22070,1908,19,19,NULL
822,NULL,14,14,1456
9312,NULL,14,14,1444
11107,1901,19,19,NULL
22468,1906,19,19,NULL
1220,NULL,14,14,1438
1389,NULL,14,14,1444
1881,NULL,14,14,1468
10709,NULL,5,5,NULL
12458,NULL,13,13,NULL
21778,1904,19,19,NULL
21947,1908,19,19,NULL
530,NULL,14,14,1459
2571,NULL,14,14,1404
2694,NULL,14,14,1404
11399,NULL,13,13,NULL
11891,NULL,14,14,1431
13932,NULL,6,6,NULL
14055,NULL,6,6,NULL
20596,1914,19,19,NULL
22760,NULL,11,11,NULL
7085,NULL,14,14,1433
10417,NULL,5,5,NULL
13334,NULL,17,17,NULL
19322,NULL,7,7,NULL
22239,1901,19,19,NULL
2402,NULL,14,14,1469
2863,NULL,14,14,1442
6195,NULL,14,14,1419
14224,NULL,1,1,NULL
17556,NULL,18,18,NULL
4629,NULL,14,14,1440
7961,NULL,2,2,NULL
10878,NULL,16,16,NULL
12289,NULL,14,14,1434
15206,NULL,12,12,NULL
21194,1922,19,19,NULL
991,NULL,14,14,1456
5319,NULL,14,14,1406
8651,1918,19,19,NULL
12352,NULL,13,13,NULL
16680,1920,19,19,NULL
20012,1909,19,19,NULL
7669,NULL,11,11,NULL
9833,NULL,9,9,NULL
16574,1920,19,19,NULL
18738,1909,19,19,NULL
20902,1904,19,19,NULL
3447,NULL,14,14,1423
5611,NULL,14,14,1450
14808,NULL,12,12,NULL
16972,1909,19,19,NULL
5213,NULL,14,14,1429
7377,NULL,3,3,NULL
9541,NULL,9,9,NULL
15790,1953,19,19,NULL
16282,1955,19,19,NULL
17954,NULL,18,18,NULL
3739,NULL,14,14,1427
5903,NULL,14,14,1406
8067,NULL,2,2,NULL
15100,NULL,12,12,NULL
17264,NULL,18,18,NULL
19428,1909,19,19,NULL
759,NULL,14,14,1456
3676,NULL,14,14,1418
9249,NULL,10,10,NULL
11170,1907,19,19,NULL
12166,NULL,13,13,NULL
5027,NULL,14,14,1415
6902,NULL,14,14,1433
7898,NULL,2,2,NULL
16388,1920,19,19,NULL
21011,1951,19,19,NULL
22007,1908,19,19,NULL
805,NULL,14,14,1456
11124,1907,19,19,NULL
12120,NULL,13,13,NULL
17785,NULL,12,12,NULL
22531,1906,19,19,NULL
5196,NULL,14,14,1441
6733,NULL,14,14,1420
7729,NULL,11,11,NULL
10815,NULL,16,16,NULL
18094,NULL,1,1,NULL
21180,1951,19,19,NULL
22053,1908,19,19,NULL
22176,1901,19,19,NULL
928,NULL,14,14,1457
3507,NULL,14,14,1430
6501,NULL,14,14,1420
8422,NULL,2,2,NULL
12335,NULL,13,13,NULL
14914,NULL,12,12,NULL
22485,1919,19,19,NULL
2279,NULL,14,14,1428
5150,NULL,14,14,1415
9650,NULL,9,9,NULL
13640,NULL,6,6,NULL
18263,NULL,15,15,NULL
3553,NULL,14,14,1423
8376,NULL,14,14,1425
10955,NULL,16,16,NULL
14868,NULL,12,12,NULL
15037,NULL,12,12,NULL
19783,1909,19,19,NULL
2448,NULL,14,14,1402
9481,NULL,9,9,NULL
13563,NULL,6,6,NULL
18432,NULL,15,15,NULL
20842,1951,19,19,NULL
2342,NULL,14,14,1408
5674,NULL,14,14,1450
6670,NULL,14,14,1420
9172,1921,19,19,NULL
19737,NULL,7,7,NULL
22654,NULL,14,14,1430
1406,NULL,14,14,1444
2033,NULL,14,14,1469
6564,NULL,14,14,1420
10892,NULL,16,16,NULL
12183,NULL,13,13,NULL
13394,NULL,6,6,NULL
15515,1952,19,19,NULL
16511,1920,19,19,NULL
20673,1902,19,19,NULL
5628,NULL,14,14,1450
11293,1907,19,19,NULL
13703,NULL,6,6,NULL
17035,1909,19,19,NULL
18031,1909,19,19,NULL
19952,1909,19,19,NULL
12229,NULL,14,14,1409
15561,1953,19,19,NULL
16557,1912,19,19,NULL
2926,NULL,14,14,1442
5090,NULL,14,14,1415
6424,NULL,14,14,1447
9418,NULL,10,10,NULL
4154,NULL,14,14,1410
10646,NULL,5,5,NULL
12767,1915,19,19,NULL
14931,NULL,12,12,NULL
19259,NULL,7,7,NULL
2880,NULL,14,14,1442
5044,NULL,14,14,1415
14041,NULL,6,6,NULL
14287,NULL,1,1,NULL
16451,1909,19,19,NULL
20533,1914,19,19,NULL
20779,1951,19,19,NULL
7944,NULL,2,2,NULL
12813,1915,19,19,NULL
14977,NULL,12,12,NULL
19305,NULL,7,7,NULL
178,NULL,14,14,1442
1174,NULL,14,14,1457
3095,NULL,14,14,1414
4091,NULL,14,14,1410
8834,1921,19,19,NULL
11751,1915,19,19,NULL
21901,1904,19,19,NULL
11230,1907,19,19,NULL
17679,NULL,18,18,NULL
18890,NULL,7,7,NULL
390,NULL,14,14,1428
7792,NULL,11,11,NULL
11539,NULL,13,13,NULL
14456,NULL,12,12,NULL
15452,1953,19,19,NULL
20195,1914,19,19,NULL
21117,1922,19,19,NULL
22116,1902,19,19,NULL
868,NULL,14,14,1456
1864,NULL,14,14,1469
3401,NULL,14,14,1430
10065,1919,19,19,NULL
11061,1907,19,19,NULL
18721,NULL,7,7,NULL
21426,1904,19,19,NULL
22422,1903,19,19,NULL
1343,NULL,14,14,1444
3922,NULL,14,14,1427
6086,NULL,14,14,1450
14499,NULL,12,12,NULL
4781,NULL,14,14,1415
7486,NULL,3,3,NULL
13978,NULL,6,6,NULL
16142,1920,19,19,NULL
20427,1914,19,19,NULL
22591,NULL,14,14,1430
8791,1921,19,19,NULL
10540,NULL,5,5,NULL
12704,1915,19,19,NULL
15283,NULL,12,12,NULL
17204,NULL,18,18,NULL
19368,1909,19,19,NULL
653,NULL,14,14,1459
4612,NULL,14,14,1429
7317,NULL,8,8,NULL
13809,NULL,6,6,NULL
15973,1912,19,19,NULL
18678,1920,19,19,NULL
1927,NULL,14,14,1457
3338,NULL,14,14,1430
5259,NULL,14,14,1406
6255,NULL,14,14,1435
9587,NULL,9,9,NULL
16726,1920,19,19,NULL
18847,NULL,7,7,NULL
6043,NULL,14,14,1412
8960,1919,19,19,NULL
13288,1915,19,19,NULL
16620,1920,19,19,NULL
17616,NULL,1,1,NULL
20948,1922,19,19,NULL
1237,NULL,14,14,1438
5565,NULL,14,14,1406
8897,1919,19,19,NULL
9893,NULL,9,9,NULL
13225,NULL,17,17,NULL
15930,1955,19,19,NULL
20258,1914,19,19,NULL
4569,NULL,14,14,1429
347,NULL,14,14,1428
2511,NULL,14,14,1404
4675,NULL,14,14,1441
6839,NULL,14,14,1425
9003,1921,19,19,NULL
21595,1904,19,19,NULL
11708,1915,19,19,NULL
13872,NULL,6,6,NULL
16036,1912,19,19,NULL
18200,NULL,18,18,NULL
20364,1914,19,19,NULL
1821,1921,19,19,NULL
3985,NULL,14,14,1410
6149,NULL,14,14,1435
8313,NULL,2,2,NULL
10477,NULL,5,5,NULL
12641,NULL,6,6,NULL
13182,NULL,17,17,NULL
15346,1953,19,19,NULL
17510,NULL,18,18,NULL
19674,NULL,7,7,NULL
593,NULL,14,14,1458
3510,NULL,14,14,1430
5502,NULL,14,14,1406
9083,1921,19,19,NULL
12000,NULL,14,14,1429
16909,1952,19,19,NULL
17573,NULL,18,18,NULL
19826,1909,19,19,NULL
20490,1914,19,19,NULL
4197,NULL,14,14,1441
7068,NULL,14,14,1426
15558,1953,19,19,NULL
21841,1908,19,19,NULL
9129,1921,19,19,NULL
11121,1907,19,19,NULL
14038,NULL,6,6,NULL
14871,NULL,12,12,NULL
20444,1914,19,19,NULL
2159,NULL,14,14,1469
4151,NULL,14,14,1410
13520,NULL,6,6,NULL
15389,1953,19,19,NULL
15512,1952,19,19,NULL
16053,1912,19,19,NULL
5671,NULL,14,14,1450
4984,NULL,14,14,1415
7609,NULL,11,11,NULL
15435,1953,19,19,NULL
16099,1912,19,19,NULL
18429,NULL,15,15,NULL
18970,NULL,7,7,NULL
5548,NULL,14,14,1406
6212,NULL,14,14,1435
16955,NULL,18,18,NULL
17032,1909,19,19,NULL
17450,NULL,18,18,NULL
5030,NULL,14,14,1415
7022,NULL,14,14,1426
7563,NULL,11,11,NULL
16391,1952,19,19,NULL
3172,NULL,14,14,1430
9421,NULL,10,10,NULL
10998,NULL,16,16,NULL
14330,NULL,1,1,NULL
14579,NULL,12,12,NULL
17496,NULL,18,18,NULL
19903,1909,19,19,NULL
22405,1906,19,19,NULL
4738,NULL,14,14,1441
10062,1919,19,19,NULL
12564,NULL,13,13,NULL
16345,1920,19,19,NULL
2969,NULL,14,14,1442
3218,NULL,14,14,1430
9375,NULL,10,10,NULL
19949,1909,19,19,NULL
22359,1911,19,19,NULL
8542,NULL,2,2,NULL
4692,NULL,14,14,1441
7360,NULL,3,3,NULL
7901,NULL,2,2,NULL
19262,NULL,7,7,NULL
20885,1951,19,19,NULL
175,NULL,14,14,1442
2339,NULL,14,14,1408
2677,NULL,14,14,1404
8588,1918,19,19,NULL
20736,1902,19,19,NULL
22900,NULL,1,1,NULL
1111,NULL,14,14,1438
1652,NULL,2,2,NULL
10603,NULL,5,5,NULL
10941,NULL,16,16,NULL
13105,NULL,4,4,NULL
21423,1904,19,19,NULL
21964,1908,19,19,NULL
22302,1901,19,19,NULL
716,NULL,14,14,1458
2631,NULL,14,14,1404
8880,1919,19,19,NULL
11044,1907,19,19,NULL
20782,1951,19,19,NULL
22946,NULL,1,1,NULL
1157,NULL,14,14,1457
1698,NULL,14,14,1444
10895,NULL,16,16,NULL
12518,NULL,13,13,NULL
13059,1915,19,19,NULL
22256,1901,19,19,NULL
3925,NULL,14,14,1427
9498,NULL,9,9,NULL
11585,NULL,13,13,NULL
12415,NULL,13,13,NULL
13577,NULL,6,6,NULL
16494,1920,19,19,NULL
17158,NULL,12,12,NULL
20075,NULL,14,14,1432
20241,1914,19,19,NULL
865,NULL,14,14,1456
4566,NULL,14,14,1429
10400,NULL,5,5,NULL
12226,NULL,14,14,1434
18509,NULL,15,15,NULL
1054,NULL,14,14,1457
5133,NULL,14,14,1415
5797,NULL,14,14,1435
8714,NULL,2,2,NULL
14453,NULL,12,12,NULL
17370,NULL,18,18,NULL
18203,NULL,18,18,NULL
22113,1901,19,19,NULL
2528,NULL,14,14,1404
7483,NULL,3,3,NULL
10188,1903,19,19,NULL
15143,NULL,12,12,NULL
18844,NULL,7,7,NULL
19385,NULL,7,7,NULL
3782,NULL,14,14,1427
3092,NULL,14,14,1414
5256,NULL,14,14,1406
6009,NULL,14,14,1406
8173,NULL,2,2,NULL
4443,NULL,14,14,1421
5107,NULL,14,14,1415
6607,NULL,14,14,1420
7148,NULL,14,14,1425
7271,NULL,8,8,NULL
13271,NULL,17,17,NULL
13812,NULL,1,1,NULL
15804,1953,19,19,NULL
15976,1912,19,19,NULL
17968,NULL,18,18,NULL
3384,NULL,14,14,1430
15286,NULL,12,12,NULL
5399,NULL,14,14,1406
9186,1921,19,19,NULL
2757,NULL,14,14,1401
6089,NULL,14,14,1450
11413,NULL,13,13,NULL
11662,NULL,14,14,1434
14745,NULL,12,12,NULL
14994,NULL,12,12,NULL
17662,NULL,18,18,NULL
17911,NULL,18,18,NULL
19073,NULL,7,7,NULL
21990,1908,19,19,NULL
742,NULL,14,14,1456
6730,NULL,14,14,1420
19677,NULL,7,7,NULL
301,NULL,14,14,1428
3633,NULL,14,14,1417
6550,NULL,14,14,1420
8957,1919,19,19,NULL
10629,NULL,5,5,NULL
13285,1915,19,19,NULL
16617,1912,19,19,NULL
19534,1909,19,19,NULL
20367,1914,19,19,NULL
1618,NULL,14,14,1444
8024,NULL,2,2,NULL
9647,NULL,9,9,NULL
11356,NULL,13,13,NULL
12979,NULL,6,6,NULL
15684,1953,19,19,NULL
21008,1951,19,19,NULL
21549,1904,19,19,NULL
4323,NULL,14,14,1410
1924,NULL,14,14,1457
1283,NULL,14,14,1468
7775,NULL,11,11,NULL
8316,NULL,2,2,NULL
9939,NULL,9,9,NULL
10480,NULL,5,5,NULL
12103,NULL,13,13,NULL
12644,NULL,6,6,NULL
19136,NULL,7,7,NULL
21300,1922,19,19,NULL
52,NULL,14,14,1442
2216,NULL,14,14,1469
9790,NULL,9,9,NULL
11954,NULL,14,14,1429
14118,NULL,1,1,NULL
1423,1921,19,19,NULL
4340,NULL,14,14,1410
5336,NULL,14,14,1406
7257,NULL,8,8,NULL
8253,NULL,2,2,NULL
15747,1954,19,19,NULL
16743,1920,19,19,NULL
17739,NULL,18,18,NULL
19660,NULL,7,7,NULL
20656,1902,19,19,NULL
21652,1904,19,19,NULL
404,NULL,14,14,1428
14728,NULL,12,12,NULL
22671,NULL,14,14,1465
2465,NULL,14,14,1404
5382,NULL,14,14,1406
6378,NULL,14,14,1447
21698,1904,19,19,NULL
450,NULL,14,14,1428
5860,NULL,14,14,1419
6856,NULL,14,14,1439
11811,1915,19,19,NULL
10337,NULL,5,5,NULL
945,NULL,14,14,1457
5814,NULL,14,14,1412
6779,NULL,14,14,1404
9773,NULL,9,9,NULL
11648,NULL,14,14,1434
16265,1953,19,19,NULL
17599,NULL,18,18,NULL
18140,NULL,1,1,NULL
21134,1922,19,19,NULL
3799,NULL,14,14,1427
7712,NULL,11,11,NULL
10291,NULL,5,5,NULL
15701,1953,19,19,NULL
19119,1909,19,19,NULL
22193,1902,19,19,NULL
19614,1909,7,7,NULL
2325,NULL,14,14,1408
2866,NULL,14,14,1442
4858,NULL,14,14,1415
8817,1921,19,19,NULL
9727,NULL,9,9,NULL
13686,NULL,6,6,NULL
14227,NULL,1,1,NULL
20178,1914,19,19,NULL
6919,NULL,2,2,NULL
10251,1903,19,19,NULL
11247,1907,19,19,NULL
13749,NULL,6,6,NULL
18077,NULL,1,1,NULL
4904,NULL,14,14,1415
9232,NULL,10,10,NULL
11874,NULL,14,14,1431
12870,NULL,6,6,NULL
16202,1953,19,19,NULL
18280,NULL,15,15,NULL
21612,1904,19,19,NULL
364,NULL,14,14,1428
1987,NULL,14,14,1469
6315,NULL,14,14,1434
13348,1915,19,19,NULL
13889,NULL,6,6,NULL
513,NULL,14,14,1428
4841,NULL,14,14,1415
15269,1952,19,19,NULL
19597,1909,19,19,NULL
20138,1914,19,19,NULL
21761,1904,19,19,NULL
467,NULL,14,14,1428
2388,NULL,14,14,1469
4795,NULL,14,14,1415
6716,NULL,14,14,1420
13208,NULL,17,17,NULL
18618,NULL,7,7,NULL
3321,NULL,14,14,1430
3862,NULL,14,14,1427
8190,NULL,2,2,NULL
10354,NULL,5,5,NULL
14682,NULL,12,12,NULL
15223,1953,19,19,NULL
19551,NULL,7,7,NULL
20092,NULL,13,13,NULL
21715,1904,19,19,NULL
8731,NULL,2,2,NULL
1008,NULL,14,14,1456
4755,NULL,14,14,1441
7672,NULL,11,11,NULL
8668,NULL,2,2,NULL
9664,NULL,9,9,NULL
13411,NULL,6,6,NULL
15332,1953,19,19,NULL
16328,1920,19,19,NULL
17324,NULL,18,18,NULL
35,NULL,14,14,1442
2740,NULL,14,14,1404
3736,NULL,14,14,1427
11396,NULL,13,13,NULL
2050,NULL,14,14,1469
10706,NULL,5,5,NULL
16116,1912,19,19,NULL
1509,NULL,14,14,1444
3281,NULL,14,14,1430
5273,NULL,14,14,1406
5445,NULL,14,14,1406
11937,NULL,14,14,1431
14101,NULL,1,1,NULL
14642,NULL,12,12,NULL
16806,NULL,18,18,NULL
20593,1914,19,19,NULL
22757,NULL,11,11,NULL
5963,NULL,14,14,1406
8127,NULL,2,2,NULL
14791,NULL,12,12,NULL
17865,1909,19,19,NULL
20029,NULL,7,7,NULL
21283,1922,19,19,NULL
702,NULL,14,14,1456
4489,NULL,14,14,1421
6653,NULL,14,14,1420
7194,NULL,14,14,1425
9358,NULL,10,10,NULL
12063,NULL,14,14,1405
15850,1953,19,19,NULL
18014,NULL,1,1,NULL
18555,1909,19,19,NULL
20719,1902,19,19,NULL
2176,NULL,14,14,1469
6504,NULL,14,14,1420
9836,NULL,9,9,NULL
10832,NULL,16,16,NULL
14164,NULL,1,1,NULL
15160,NULL,12,12,NULL
18492,NULL,15,15,NULL
19488,NULL,7,7,NULL
22820,NULL,11,11,NULL
1572,NULL,14,14,1444
2568,NULL,14,14,1404
5900,NULL,14,14,1406
20507,1914,19,19,NULL
882,NULL,14,14,1456
98,NULL,14,14,1442
2262,NULL,14,14,1408
4426,NULL,14,14,1421
2113,NULL,14,14,1469
4277,NULL,14,14,1410
6441,NULL,14,14,1447
8605,1918,19,19,NULL
9146,1921,19,19,NULL
10769,1907,19,19,NULL
17802,1909,19,19,NULL
19425,1909,19,19,NULL
19966,1909,19,19,NULL
22130,1902,19,19,NULL
11310,1907,19,19,NULL
12933,1915,19,19,NULL
13474,NULL,6,6,NULL
15097,NULL,12,12,NULL
15638,1953,19,19,NULL
17261,NULL,18,18,NULL
639,NULL,14,14,1458
2803,NULL,14,14,1404
4967,NULL,14,14,1415
7131,NULL,2,2,NULL
9295,NULL,10,10,NULL
11459,NULL,14,14,1431
13623,NULL,6,6,NULL
15787,1953,19,19,NULL
19033,NULL,7,7,NULL
21197,1922,19,19,NULL
19182,NULL,7,7,NULL
19723,NULL,7,7,NULL
21346,1904,19,19,NULL
21887,1908,19,19,NULL
925,NULL,14,14,1457
3842,NULL,14,14,1427
13660,NULL,6,6,NULL
16577,1920,19,19,NULL
17905,NULL,18,18,NULL
19494,NULL,7,7,NULL
20822,1951,19,19,NULL
5193,NULL,14,14,1441
8064,NULL,2,2,NULL
12355,NULL,13,13,NULL
15226,NULL,12,12,NULL
22173,1901,19,19,NULL
3796,NULL,14,14,1427
10789,NULL,16,16,NULL
13706,NULL,6,6,NULL
13875,NULL,6,6,NULL
19448,NULL,7,7,NULL
2491,NULL,14,14,1404
8110,NULL,2,2,NULL
9438,NULL,9,9,NULL
15057,NULL,18,18,NULL
15180,NULL,12,12,NULL
1094,NULL,14,14,1458
3673,NULL,14,14,1418
9584,NULL,9,9,NULL
10835,NULL,16,16,NULL
12501,NULL,14,14,1431
13829,NULL,6,6,NULL
1117,NULL,14,14,1438
2322,NULL,14,14,1408
2445,NULL,14,14,1402
3650,NULL,14,14,1418
9484,NULL,9,9,NULL
20968,1951,19,19,NULL
22296,1901,19,19,NULL
802,NULL,14,14,1456
971,NULL,14,14,1456
9630,NULL,9,9,NULL
10958,NULL,16,16,NULL
22365,1911,19,19,NULL
11104,1901,19,19,NULL
12186,NULL,14,14,1405
12309,NULL,14,14,1434
12432,NULL,13,13,NULL
13514,NULL,6,6,NULL
22219,1903,19,19,NULL
22342,1906,19,19,NULL
2591,NULL,14,14,1404
5093,NULL,14,14,1415
9753,NULL,9,9,NULL
17828,NULL,18,18,NULL
2199,NULL,14,14,1408
3527,NULL,14,14,1430
8187,NULL,2,2,NULL
16892,1909,19,19,NULL
18220,NULL,15,15,NULL
22050,1908,19,19,NULL
2637,NULL,14,14,1404
3719,NULL,14,14,1417
3965,NULL,14,14,1427
5047,NULL,14,14,1415
9707,NULL,9,9,NULL
12624,NULL,6,6,NULL
20530,1914,19,19,NULL
3573,NULL,14,14,1423
8233,NULL,2,2,NULL
9315,NULL,14,14,1444
16262,1912,19,19,NULL
18266,NULL,15,15,NULL
19348,NULL,7,7,NULL
4011,NULL,14,14,1410
16746,1920,19,19,NULL
4111,NULL,14,14,1427
6275,NULL,14,14,1482
9269,NULL,10,10,NULL
14144,NULL,1,1,NULL
16308,1920,19,19,NULL
17974,NULL,18,18,NULL
19302,NULL,7,7,NULL
5631,NULL,14,14,1450
6713,NULL,14,14,1420
6959,NULL,2,2,NULL
7795,NULL,11,11,NULL
8041,NULL,2,2,NULL
9123,1921,19,19,NULL
16700,1920,19,19,NULL
17782,NULL,12,12,NULL
5239,NULL,14,14,1462
5485,NULL,14,14,1406
6321,NULL,14,14,1434
6567,NULL,14,14,1420
7649,NULL,11,11,NULL
2929,NULL,14,14,1442
8502,NULL,2,2,NULL
9000,1921,19,19,NULL
11419,NULL,13,13,NULL
11917,1915,19,19,NULL
21735,1904,19,19,NULL
1363,NULL,14,14,1444
3404,NULL,14,14,1430
10351,NULL,5,5,NULL
10566,NULL,16,16,NULL
17015,NULL,18,18,NULL
17513,NULL,18,18,NULL
19056,NULL,7,7,NULL
21214,1922,19,19,NULL
1555,NULL,14,14,1444
2714,NULL,14,14,1404
4801,NULL,14,14,1415
12793,1915,19,19,NULL
14788,NULL,12,12,NULL
18366,NULL,15,15,NULL
487,NULL,14,14,1428
9192,1921,19,19,NULL
14098,NULL,1,1,NULL
16139,1920,19,19,NULL
17184,NULL,18,18,NULL
20430,1914,19,19,NULL
22803,NULL,11,11,NULL
1930,NULL,14,14,1457
8671,NULL,2,2,NULL
11748,1915,19,19,NULL
14665,NULL,12,12,NULL
19740,NULL,7,7,NULL
21406,1904,19,19,NULL
21904,1908,19,19,NULL
158,NULL,14,14,1442
656,NULL,14,14,1459
4609,NULL,14,14,1429
7320,NULL,8,8,NULL
2053,NULL,14,14,1469
9876,NULL,9,9,NULL
12040,NULL,14,14,1429
13122,NULL,17,17,NULL
22611,NULL,14,14,1430
11227,1907,19,19,NULL
11350,NULL,13,13,NULL
13391,NULL,6,6,NULL
14473,NULL,12,12,NULL
21137,1922,19,19,NULL
20055,NULL,7,7,NULL
848,NULL,14,14,1456
6836,NULL,14,14,1425
10666,NULL,5,5,NULL
13583,NULL,6,6,NULL
15741,1953,19,19,NULL
19571,NULL,7,7,NULL
22488,1919,19,19,NULL
1240,NULL,14,14,1438
8402,NULL,2,2,NULL
15349,1953,19,19,NULL
19179,NULL,7,7,NULL
22880,NULL,11,11,NULL
1632,1918,19,19,NULL
4878,NULL,14,14,1415
5960,NULL,14,14,1406
11711,1915,19,19,NULL
14957,NULL,12,12,NULL
16039,1912,19,19,NULL
1569,NULL,14,14,1444
5946,NULL,14,14,1406
7028,NULL,14,14,1426
10274,NULL,5,5,NULL
12893,NULL,6,6,NULL
13975,NULL,6,6,NULL
17221,NULL,18,18,NULL
5754,NULL,14,14,1412
7918,NULL,2,2,NULL
10082,NULL,5,5,NULL
16823,NULL,18,18,NULL
18489,NULL,15,15,NULL
20653,1902,19,19,NULL
22817,NULL,11,11,NULL
14267,NULL,1,1,NULL
15933,1955,19,19,NULL
16431,1920,19,19,NULL
18097,NULL,1,1,NULL
18595,NULL,15,15,NULL
20261,1914,19,19,NULL
3198,NULL,14,14,1430
4280,NULL,14,14,1410
5362,NULL,14,14,1406
6444,NULL,14,14,1420
7526,NULL,11,11,NULL
3012,NULL,14,14,1483
4672,NULL,14,14,1441
12830,1915,19,19,NULL
17075,NULL,12,12,NULL
19992,1909,19,19,NULL
20324,1914,19,19,NULL
6023,NULL,14,14,1406
8894,1919,19,19,NULL
13185,NULL,17,17,NULL
16056,1912,19,19,NULL
5691,NULL,14,14,1450
473,NULL,14,14,1428
1801,NULL,14,14,1444
4718,NULL,14,14,1441
5883,NULL,14,14,1412
7042,NULL,14,14,1426
7211,NULL,14,14,1425
10128,1903,19,19,NULL
17121,NULL,12,12,NULL
4864,NULL,14,14,1415
5737,NULL,14,14,1406
6192,NULL,14,14,1419
16102,1912,19,19,NULL
21512,1904,19,19,NULL
21721,1904,19,19,NULL
264,NULL,14,14,1442
7420,NULL,3,3,NULL
10414,NULL,5,5,NULL
11665,NULL,14,14,1434
17576,NULL,18,18,NULL
